Index,RStation,Country,SMS
1474,Buddu,Uganda,FEAR AIDS  cause lot of pain and stress                                                                                                                                                                                                                        
1475,Buddu,Uganda,FEAR AIDS                                                                                                                                                                                                                                                      
1476,Buddu,Uganda,FEAR AIDS  the financial burdens of AIDS treatment                                                                                                                                                                                                             
1477,Buddu,Uganda,FEAR AIDS YOUR FAMILY MIGTH BAD AFTER KNOWING MY STATUS                                                                                                                                                                                                        
1478,Buddu,Uganda,Fear aid                                                                                                                                                                                                                                                       
1479,Buddu,Uganda,FEAR AIDS                                                                                                                                                                                                                                                      
1480,Buddu,Uganda,FEAR AIDS  i fear falling sick always                                                                                                                                                                                                                          
1481,Buddu,Uganda,Fear ads                                                                                                                                                                                                                                                       
1482,Buddu,Uganda,FEAR AIDS                                                                                                                                                                                                                                                      
1483,Buddu,Uganda,FEAR AIDS                                                                                                                                                                                                                                                      
1484,Buddu,Uganda,FEAR AIDS THERE ARE NO DRUGS                                                                                                                                                                                                                                   
1485,Buddu,Uganda,FEAR AIDS amaka gange gayinza okusasika                                                                                                                                                                                                                        
1486,Buddu,Uganda,FEAR AIDS                                                                                                                                                                                                                                                      
1487,Buddu,Uganda,FEAR AIDS                                                                                                                                                                                                                                                      
1488,Buddu,Uganda,FEAR AIDS no proper medication                                                                                                                                                                                                                                 
1489,Buddu,Uganda,FEAR AIDS tewali dagala lya aids                                                                                                                                                                                                                               
1490,Buddu,Uganda,FEAR AIDS i lost my parents to aids                                                                                                                                                                                                                            
1491,Buddu,Uganda,FEAR AIDS nyinza kufa kwo lwo nga bangabye nti ndi mulwadde                                                                                                                                                                                                    
1492,Buddu,Uganda,FEAR AIDS YOU LOOSE TRUST IN SPOUSE                                                                                                                                                                                                                            
1493,Buddu,Uganda,FEAR AIDS                                                                                                                                                                                                                                                      
1494,Buddu,Uganda,FEAR AIDS no access to good treatment                                                                                                                                                                                                                          
1495,Buddu,Uganda,FEAR AIDS I HAVE MANY DREAMS TO FULFIL                                                                                                                                                                                                                         
1496,Nam Lolwe,Kenya,I fear AIDS because it has no cure                                                                                                                                                                                                                             
1497,Nam Lolwe,Kenya,Fear AIDS. It has no cure                                                                                                                                                                                                                                      
1498,Nam Lolwe,Kenya,Fear AIDS.Haina tiba.                                                                                                                                                                                                                                          
1499,Nam Lolwe,Kenya,Fear AIDS because it has no cure                                                                                                                                                                                                                               
1500,Nam Lolwe,Kenya,Fear AIDS. Haina tiba.                                                                                                                                                                                                                                         
1501,Nam Lolwe,Kenya,fear aids. Its not curable and adeadly killer                                                                                                                                                                                                                  
1502,Nam Lolwe,Kenya,"Fear AIDS, I'm Godwince K'ayieko,there is no escape on AIDS coz it can only be prevented,then at last,death occurs.Akinyi Judy VCT ipande.                                                                                                                     "
1503,Nam Lolwe,Kenya,"fire AIDS komaki to giko nyaka epiny jokoling'thi, an asali jaraa ruakna ochieng' onyuera, otis nyundo, nait ochieng', silvia odiwuor, omondi salim, odip                                                                                                      "
1504,Nam Lolwe,Kenya,"FEAR AIDS COZ KOSEMAKI TO OK ONYAL WEYI KATA KEL YATH TO NDALO EMA MEDORE EN TO OK OWUOGI NYAKA THO,OTIENO JUMA JADUKA 1 CHEMELIL CHIRO,KETNA MIGINGO MAR ATOMY SIFA AWINJI GI JAODA JOSPHIN (MIN OBAMA) B-OWAWA,KAJOS MAR NYAKUNGRU KOD WUORA JUMA MAGAMBO    "
1505,Nam Lolwe,Kenya,"Fear Aids nikech kaka otimodend dhano,kendo omiyo ji bedo mabor kodi. Amoso driver Atiang' ndiii,meshack sure kod ondoro sese jowadwa rit ngimau an Catherin mar kanyimach oriang' kendu bay.                                                                  "
1506,Nam Lolwe,Kenya,Fear  hiv is  affect white blood cell and finally dead ochieng owich from kisumu city                                                                                                                                                                          
1507,Nam Lolwe,Kenya,"Fear HIV can not b cured while malaria can b cured.An NICO mar mamboleo : Gotia june kalulu,opiyo nyamanga , Alice kwasi mar nyaguda,migare okoth,carol nyar okanja,obara amboga,                                                                              "
1508,Nam Lolwe,Kenya,Fear. Aids aluore nikech komak to ochami mi idong choke kendo thiedhe tek ok orum edendi. Olum george ja mariwa seme                                                                                                                                           
1509,Nam Lolwe,Kenya,"Fear HIV can not b cured while malaria can b cured. Gotia june kalulu,opiyo nyamanga , Alice kwasi mar nyaguda,migare okoth,carol nyar okanja,obara amboga,                                                                                                    "
1510,Nam Lolwe,Kenya,FEAR: AIDS. Owada okelo midhiero kod achiedh nade mangeny. An kenn ogutu mar pap.onditi. Kik wiu wil kod kwayona mar osito mowero tich irito arita.                                                                                                            
1511,Nam Lolwe,Kenya,"Fear AIDS coz it has NO cure,an Justus Mboya mar Harambee mrkt kinda gi tich odhine pin no. Min Fidel kod Otieno Onyinge                                                                                                                                       "
1512,Nam Lolwe,Kenya,Fear Aids coz it has no cure even though am suffering from it.from mr.museveni of oriang' kendu bay.                                                                                                                                                           
1513,Nkhotakota,Malawi,SMS  FEAR  A iDS  .                                                                                                                                                                                                                                            
1514,Nkhotakota,Malawi,SMS  FEAR  A iDS  .                                                                                                                                                                                                                                            
1515,Nkhotakota,Malawi,SMS  FEAR  A iDS  .                                                                                                                                                                                                                                            
1516,Nkhotakota,Malawi,SMS  FEAR  A iDS  .                                                                                                                                                                                                                                            
1517,Nkhotakota,Malawi,SMS  FEAR  A iDS  .                                                                                                                                                                                                                                            
1518,Nkhotakota,Malawi,Sms  fear eids                                                                                                                                                                                                                                                 
1519,Gbafth,Sierra Leone,FEAR AIDS                                                                                                                                                                                                                                                      
1520,Gbafth,Sierra Leone,FEAR AIDS                                                                                                                                                                                                                                                      
1521,Gbafth,Sierra Leone,FEAR AIDS                                                                                                                                                                                                                                                      
1522,Gbafth,Sierra Leone,FEAR AIDS                                                                                                                                                                                                                                                      
1523,Gbafth,Sierra Leone,FEAR AIDS                                                                                                                                                                                                                                                      
1524,Gbafth,Sierra Leone,FEAR AIDS                                                                                                                                                                                                                                                      
1525,Gbafth,Sierra Leone,FEAR AIDS                                                                                                                                                                                                                                                      
1526,Gbafth,Sierra Leone,FEAR AIDS                                                                                                                                                                                                                                                      
1527,Gbafth,Sierra Leone,FEAR AIDS                                                                                                                                                                                                                                                      
1528,Gbafth,Sierra Leone,FEAR AIDS                                                                                                                                                                                                                                                      
1529,Nkhotakota,Malawi,FEAR AIDS                                                                                                                                                                                                                                                      
1530,Nkhotakota,Malawi,FEAR AIDS                                                                                                                                                                                                                                                      
1531,Nkhotakota,Malawi,FEAR AIDS. THAT'S UN CURED VIRUS.                                                                                                                                                                                                                              
1532,Nkhotakota,Malawi,"FEAR AIDS.CHIFUKWA IDAKALIBE MANKHWALA,PAMENE MALARIA MANKHWALA ALIPO. .MR D.E.SHAWA.                                                                                                                                                                          "
1533,Nkhotakota,Malawi,"FEAR AIDS.CHIFUKWA IDAKALIBE MANKHWALA,PAMENE MALARIA MANKHWALA ALIPO. .MR D.E.SHAWA.KK.                                                                                                                                                                       "
1534,Nkhotakota,Malawi,FEAR  AIDS.AM  THOKO  CHIBOWA.                                                                                                                                                                                                                                 
1535,Nkhotakota,Malawi,fear AIDS                                                                                                                                                                                                                                                      
1536,Nkhotakota,Malawi,FEAR AIDS                                                                                                                                                                                                                                                      
1537,Nkhotakota,Malawi,Fear Aids. =i am Perlas J. Nkosi. Mzuzu City.                                                                                                                                                                                                                  
1538,Nkhotakota,Malawi,"FEIR  AIDS,ILIBE MANKHWALA, NDINE KALIMU CHANIKA                                                                                                                                                                                                               "
1539,Nkhotakota,Malawi,Feir  aids. Ndine joseph mtosen                                                                                                                                                                                                                                
1540,Gorongosa,Mozambique,resposta: receio sida porque quando uma pessoa efetada sempre com nervo.                                                                                                                                                                                       
1541,Gorongosa,Mozambique,chamo me chana receio sida pk nao tem cura agente sofre com doenc durant tda vida e um grande peso  nao tndo cmo descaregar .                                                                                                                                  
1542,Gorongosa,Mozambique,tomane antonio resdnte em eduardo mondlane tenho receio com sida porq mata..                                                                                                                                                                                   
1543,Gorongosa,Mozambique,"Receio:sida,visto que apesar de ser tratada nao tem cura e a pessoa convive com ela toda vida.                                                                                                                                                                 "
1544,Gorongosa,Mozambique,Receio sida.porque a sida quando a pessoa xta enfentada nao si vem.DOMINGOS RAPOSO TSUASSICANA.                                                                                                                                                                
1545,Gorongosa,Mozambique,Receio SIDA. porq é uma doença incurável. Ak paulo waeze bairro Tsuassicana.                                                                                                                                                                                   
1546,Gorongosa,Mozambique,"Aki e Manencio wiliamo zidane, no matucudur. Receio sida pork E mais falado no mundo.                                                                                                                                                                          "
1547,Gorongosa,Mozambique,RECEIO SIDA PORQUE.  NAO TEM CULA .ERNESTO DE GONDOLA.                                                                                                                                                                                                         
1548,Gorongosa,Mozambique,"RECEIO SIDA PORQUI E A UNICA DOENCA  PERIGOSO NO MUNDO.MUSSA JOAO,NHANDOA.                                                                                                                                                                                     "
1549,Gorongosa,Mozambique,Receio sida porque não tem cura e esta matar muita gente em Africa.{Sr Seda~tazaronda}.                                                                                                                                                                        
1550,Gorongosa,Mozambique,Receio sida. nao te cura so tem tratamento enfermeiro Abel Tsuassicana.                                                                                                                                                                                        
1551,Gorongosa,Mozambique,"RECEIO SIDA PORQUE,   NAO TEM CULA.         ERNESTO DANIEL SUITE DE GONDOLA.                                                                                                                                                                                   "
1552,Gorongosa,Mozambique,por que as pessoas   SIDA é uma doenÇa provocada por sexuas?                                                                                                                                                                                                   
1553,Gorongosa,Mozambique,SIDA _ demor muito para morere                                                                                                                                                                                                                                 
1554,Gorongosa,Mozambique,reçeio sida porque ñ perdoa. amalaria tem cura: jeque                                                                                                                                                                                                          
1555,Gorongosa,Mozambique,Receio sida porque sida não tem cura enquanto que malaria tem cura.                                                                                                                                                                                            
1556,Gorongosa,Mozambique,"Receio sIDA pork xta enlutar muitax familias,criançax xtao orfas ,sida nao tm cura.                                                                                                                                                                            "
1557,Gorongosa,Mozambique,ERNESTO .DANIEL.DE   GONDOLA.RECEIO SIDA.PORQUE NAO TEM CULA.                                                                                                                                                                                                  
1558,Gorongosa,Mozambique,Resseio de sida purqui nao tem cura                                                                                                                                                                                                                            
1559,Gorongosa,Mozambique,RECEIO SIDA PORQUE E UMA DOENCA QUE  AS  PESSOAS NAO SE VEE RAPIDAMENTE DISTRUIND CORPO HUMANO .SIMAO DA COSTA TAIMO                                                                                                                                           
1560,Gorongosa,Mozambique,LESEOU SDA PUQUE NAU Sive sou massada aqui e chintuga                                                                                                                                                                                                          
1561,Gorongosa,Mozambique,RECEIO SIDA: PORQUE A MAIORIA DAS PESSOAS PENSAM K SIDA É UMA DOENÇA TRASMETIDO SEXUALMENTE.                                                                                                                                                                   
1562,Gorongosa,Mozambique,RESSEIO SIDA PORK N TEM CUR.CAERO_MATUCUDUR                                                                                                                                                                                                                    
1563,Gorongosa,Mozambique,Receio sida porque sida mata não tem cura e malária tem cura.João Miquitaio[Cuenda~tsuassica]                                                                                                                                                                  
1564,Gorongosa,Mozambique,Receio sida porque a sida nao se vem que a pessoa esta enfentada.DOMINGOS FILIPE QUEMBO RAPOSO TSUASSICANA.                                                                                                                                                    
1565,Gorongosa,Mozambique,"RECEIO SIDA. POR CAUSA DE ABSTINENCIA,DO HOMEM,                                                                                                                                                                                                                "
1566,Gorongosa,Mozambique,EU CHAMOME JOSE FERNANDO  AQUI EM GONDOLA EU LECEO SIDA PORQUI NAO TE CURA                                                                                                                                                                                     
1567,Gorongosa,Mozambique,O sr ESTEVAO AUGUSTO RECEO SIDA prqu o sida mata                                                                                                                                                                                                               
1568,Gorongosa,Mozambique,RECEO SIDA?PORQUE NAO TEM CURA SOU EU JOAO NA MAPOMBUE.                                                                                                                                                                                                        
1569,Gorongosa,Mozambique,sebastiao joao anselmo.bairro matucudur.para m tenho mais receio sida pork nao tem cura e nao se vem a olho nu.mais e' preciso d vai teste enkuando k malaria se ve a olho nu e tem cura.                                                                      
1570,Gorongosa,Mozambique,Sou eu jacinto ANTONIO E A DOENCA DE SIDA POR QUE NAO TEM CURA.                                                                                                                                                                                                
1571,Gorongosa,Mozambique,TENHO RECEIO D SIDA PORQUE NAO TEM CVR MATA MESMO.SOU EU TMOME INACIO.                                                                                                                                                                                         
1572,Gorongosa,Mozambique,Tenho receio de sida porque não tem cura.                                                                                                                                                                                                                      
1573,Gorongosa,Mozambique,ADAMO DANIEL SUITE.  DE NHANKULUPINI.     RECEIO SIDA PORQUE  NAO TEM MEDICAMENTO.                                                                                                                                                                             
1574,Gorongosa,Mozambique,António chico . receio sida . PORQUE SIDA É UMA DOENÇA QUE NAO TEM CURA.                                                                                                                                                                                       
1575,Gorongosa,Mozambique,ERNESTO DANIEL SUITE.DE GONDOLA RECEIO SIDA PORQUE NAO TEM CULA.                                                                                                                                                                                               
1576,Gorongosa,Mozambique,Eu receio sida porque nao tem cora james squante/2                                                                                                                                                                                                             
1577,Gorongosa,Mozambique,Eu receio sida porque toda pessoas ti estranham. Noé Clemente Miquicene.Nhambondo                                                                                                                                                                              
1578,Gorongosa,Mozambique,Eu receio sida porque todas as pessoas ti estranham. Noé Clemente Miquicene.Nhambondo                                                                                                                                                                          
1579,Gorongosa,Mozambique,FENANDO BERNANDO RECEIO SIDA                                                                                                                                                                                                                                   
1580,Gorongosa,Mozambique,Hortencio Fazenda bairo Nhamissongora Recio SIDA porque o sida nao tem cura e morre desgracado                                                                                                                                                                 
1581,Gorongosa,Mozambique,inacio mais conhecido jox =B e denfend q a sida e q mata muito por nao tem cura  a falar directment da monecera                                                                                                                                                
1582,Gorongosa,Mozambique,Maria Costa recio Nhamissongora zona mangara recio cida porque nao tem cura                                                                                                                                                                                    
1583,Gorongosa,Mozambique,Mariana Costa  Nhamissongora zona mangara recio cida porque nao tem cura                                                                                                                                                                                       
1584,Gorongosa,Mozambique,Raceio sida pork nao tem cura. De Dispacho Leva em mapombue                                                                                                                                                                                                    
1585,Gorongosa,Mozambique,RECEIO SIDA MATA                                                                                                                                                                                                                                               
1586,Gorongosa,Mozambique,Receio SIDA por mata olivia                                                                                                                                                                                                                                    
1587,Gorongosa,Mozambique,Receio sida pork è doeca ke nao mata hoje hoje(Brinsiby)                                                                                                                                                                                                       
1588,Gorongosa,Mozambique,receio sida porque em uma doenca k  leva tempo para morer  .vai viver sem peso  na zona.sou daniel fausto  bairro d nhambondo                                                                                                                                  
1589,Gorongosa,Mozambique,receio sida porque em uma doenca k  leva tempo para morer  .vai viver sem peso  na zona.sou daniel fausto  bairro d nhambondo.                                                                                                                                 
1590,Gorongosa,Mozambique,Receio sida porque malaria tem cura e sida não mas se a pessoa tem sida não fala mas malaria fala.Cuenda tsuassicana.                                                                                                                                          
1591,Gorongosa,Mozambique,RECEIO SIDA PORQUE MATA NAO TEM CURA SOU EU TOME                                                                                                                                                                                                               
1592,Gorongosa,Mozambique,RECEIO SIDA PORQUE NAO TEM CURA                                                                                                                                                                                                                                
1593,Gorongosa,Mozambique,receio sida porque nao tem cura e dura muito tempo.                                                                                                                                                                                                            
1594,Gorongosa,Mozambique,receio sida porque nao tem cura e dura muito tempo. senhor alberto.                                                                                                                                                                                            
1595,Gorongosa,Mozambique,RECEIO SIDA PORQUE NAO TEM CURA.                                                                                                                                                                                                                               
1596,Gorongosa,Mozambique,RECEIO SIDA PORQUE.   NAO TEM CULA.         ERNESTO DANIEL SUITE DE GONDOLA.                                                                                                                                                                                   
1597,Gorongosa,Mozambique,Receio sida pque as imfecoes sao muito atuantes<sou Tobias-Gondola>                                                                                                                                                                                            
1598,Gorongosa,Mozambique,RECEIO SIDA PURQUE MATA A QUALQUER HORA.MARCOS CEZAR.MAPOMBUE                                                                                                                                                                                                  
1599,Gorongosa,Mozambique,Receio sida purqui nao tem cura                                                                                                                                                                                                                                
1600,Gorongosa,Mozambique,receio sida senhor alberto.                                                                                                                                                                                                                                    
1601,Gorongosa,Mozambique,Receio SIDA. porq mesmo ser tratado de que jeito  nao cura até a morte. Paulo António waeze. Bairro Tsuassicana.                                                                                                                                               
1602,Gorongosa,Mozambique,RECEIO SIDA. PORQ NOVAS INFECCOES POR DIA.                                                                                                                                                                                                                     
1603,Gorongosa,Mozambique,RECEIO SIDA.PURQUE SI CONTAMINAR MORE SEMPPRE.MARCOS NHAMADZE ALFANDICA.MAPOMBUE.                                                                                                                                                                              
1604,Gorongosa,Mozambique,Renseio sida .porqui nao tem medicamento.johane nhambondo                                                                                                                                                                                                      
1605,Gorongosa,Mozambique,Reseu sida poqui nao tem cura  maulicio paulino                                                                                                                                                                                                                
1606,Gorongosa,Mozambique,Sabado Victorino Cudzo Receio sida porque nao tem cura  a nivel mundial.                                                                                                                                                                                       
1607,Gorongosa,Mozambique,Sida receio sida. Porp na zona ja ti fala mal.BOLINGO CHITUNGA.                                                                                                                                                                                                
1608,Gorongosa,Mozambique,Sr.Dercio Domingo MBanzeR S.porq expande toda parte do corpo.                                                                                                                                                                                                  
1609,Gorongosa,Mozambique,tenho mas receio  sida purk  e essa doen  mata aos poucos e nao tem cura.cresc ncia matucudur.                                                                                                                                                                 
1610,Gorongosa,Mozambique,tenho mas receio  sida purk  e essa doenç mata aos poucos e nao tem cura.                                                                                                                                                                                      
1611,Gorongosa,Mozambique,tenho mas receio do sida purk   essa doen a mata aos poucos e nao tem cura.cresc ncia matucudur.                                                                                                                                                               
1612,Gorongosa,Mozambique,tenho mas receio do sida purk   essa doença mata aos poucos e nao tem cura.                                                                                                                                                                                    
1613,Gorongosa,Mozambique,Tomane antonio resident eduardo mondlane tenho receio  com sida que mata.                                                                                                                                                                                      
1614,Gorongosa,Mozambique,Tomane antonio residente na zona eduarde modlane tenho receio com sida porque nao tem cura.                                                                                                                                                                    
1615,Gorongosa,Mozambique,Xavier ernerto em matucudor Receio sida pork ja sab k vida e dificel nao tem outra alternativa a nao ser a morta pesar k resiste mas tem o seu distino k e a mort.                                                                                             
1616,Gorongosa,Mozambique,ERNESTO D.SUITE DE    GONDOLA.RECEI SIDA.PORQUE TEM CULAD                                                                                                                                                                                                      
1617,Gorongosa,Mozambique,Alexamdre maquina Eu receio sida porque a fidelidade É pauca no nosso seio..                                                                                                                                                                                   
1618,Gorongosa,Mozambique,MAURICIO DISVIO NHANDOA.SIDA RESSEIO PORK TODA FAMILIA FICA PREUCUPADO POR ELE MAIS POR FIM MORE.                                                                                                                                                              
1619,Nam Lolwe,Kenya,"Hi Lolwe Divas fear malaria coz it kill fast especially celebral malaria which kills after 6hrs.Gotea Ouma Naman,Lawy Jakabonyo,Mathews Geng'a na Allan Onyoo.An Onyango Lolwe Damu                                                                            "
1620,Breeze,Zambia,Fear Malaria It Kils Faster B M Petauke                                                                                                                                                                                                                        
1621,Breeze,Zambia,"fear malaria bcoz it is a fast  kilng disease ,serai mkangala.petauke minga.                                                                                                                                                                                   "
1622,Breeze,Zambia,FEAR  MALARIA  CIFUKWA  MAGAZI YAMASILA FAST AND U CAN DIE.  JULIANA.                                                                                                                                                                                          
1623,Breeze,Zambia,Fear  Malaria Because Its Fastest Killer Disease Nd Has Claimed Many Lives Than Aids.female Katete.                                                                                                                                                            
1624,Breeze,Zambia,Fear maleria. It's very late to reliase that this is meleria. Becoz the number of people who die with maleria it's too high per year than who die with aids. Phiri Geofrey magodi v'ge chief madzimawi. Iam a man.                                             
1625,Breeze,Zambia,FEAR MALELIYA YAMAPHA MWAMSANGA AKACEDWAKUPITA KUCIPATALA NDINE KAZINKAMBANI JOSIYASI                                                                                                                                                                          
1626,Breeze,Zambia,FEAR  MALARIA  BCOZ  ITS  A  FAST  KILLER  DISEASE  THAN  HIV  FROM  BETTY                                                                                                                                                                                     
1627,Breeze,Zambia,FEAR -malaria IT KILLS WHEN NOT  TREATED EARLY .DORIS CHIPETA.MOTH-EXTENTION                                                                                                                                                                                   
1628,Breeze,Zambia,FEAR MARERIA .CIFUKWA YAMAPHA MWAMSANGA NDINE WILISON KUNO KWA JOSIYASI KATETE                                                                                                                                                                                 
1629,Breeze,Zambia,FEAR  MALARIA.NOT EASY TO PREVENT & UNAVOIDABLE.YALULANI MBEWE FROM KAPATA CHIEF CHINUNDA (MALE).                                                                                                                                                              
1630,Breeze,Zambia,Fear malaria cifukwa yakupha athu ambiri panthawi yocepa ndeni mzibambo mr phiri Benard Nadzantalema Farm                                                                                                                                                      
1631,Breeze,Zambia,Fear malalia chifukwa Amapha mopanda kuvuta ndine JOSEPH SAKALA Kuno kumbenjele chifi chikuwe                                                                                                                                                                  
1632,Breeze,Zambia,FEAR  MALARIA   BECOZ  ITS  A  SURDENLY  DISEASE  IT  MAY  COME  ANY  TIME  FROM  BIZALIEL  MVULA  KATETE  STORES                                                                                                                                              
1633,Breeze,Zambia,"Fear malaria. Because is a searious desease, aids can be prevented with a.r.v""s.                   josephine banda  petauke                                                                                                                                    "
1634,Breeze,Zambia,Fear Malaria It kills within a week if not treated compared to AIDS.Amake Modester ku Chikando.                                                                                                                                                                
1635,Breeze,Zambia,"FEAR malaria coz its mostly unknowngly contracted compared 2aids wch z mostly contracted knowngly,john zulu,katete                                                                                                                                             "
1636,Breeze,Zambia,fear  malaria   becovse  if  you  are sick and you do not take medicen fast u may die SHANA                                                                                                                                                                    
1637,Breeze,Zambia,Fear      malaria   cifukwa amatha kupha munthu nthawi yocepa kusiyana ndi aids  gabriel banda kachakwala  chief msoro                                                                                                                                         
1638,Breeze,Zambia,"FEAR MALARIA,BECAUSE IT KILL FAST AND IT KILL MANY PEOPLE ONCE AGO        A'M A FEMALE AT CHIKUNGU, ELIZABETH MARTHA NYONI.                                                                                                                                    "
1639,Breeze,Zambia,"FEAR MALERIA CHIFUKWA MALERIA NINTHENDA YOVUTA MUNTHU ALIYENSE ORUALA MALUNGO ,KOMA AIDS NIDALA KUNHALA NAYO .BOYD CHIBALE VIREGE PETAUKE                                                                                                                      "
1640,Breeze,Zambia,FEAR  MALARIA   CHFUKWA SICHEDWA  KUPAYA  BY  ANDREW UNDII  CLINIC  KATETE                                                                                                                                                                                     
1641,Breeze,Zambia,Fear malaria coz it fast Esther petauke                                                                                                                                                                                                                        
1642,Breeze,Zambia,"Fear ,Malaria. Bcoz wen u've  malaria u cn n't live longér.B4 visiting de mediÇo Pérsonel.A'm L. C.M.T ,A.K.A LAZZY TEE .Frm Nyimba V/G Katalira.                                                                                                              "
1643,Breeze,Zambia,FEAR  MALARIA        MALARIA  KILLS  FAST  THAN AIDS  AIM . BENJAMIN  IN  PETAUKE.                                                                                                                                                                             
1644,Breeze,Zambia,"Fear malaria becoz it is de fastest kilng disease.it doent spare tim 4 1 2 repent.nthani ken, katete.                                                                                                                                                          "
1645,Breeze,Zambia,Fear malaria malaria ibwera mwadzidzidzi pamene edzi ticito konda. Bix MWALE. KATETE.                                                                                                                                                                          
1646,Breeze,Zambia,Fear malaria bcoz pipo they dead wth malaria HIV IS JST 2 Absten am Ezekiel Mtumpha petauke.                                                                                                                                                                   
1647,Breeze,Zambia,FEAR  -MALARIA BECOz  U CAN SUFFER AND DIE   WITHOUT KNOWING. PETAUKE  SARA KAWEMBA                                                                                                                                                                            
1648,Breeze,Zambia,FEAR MALARIA IF NOT WEL QUICK ACTION TAKEN BY .W. CHITULE DWA MA MAMBWE.MALE                                                                                                                                                                                   
1649,Breeze,Zambia,FEAR MALARIA NDABA IMAPAYA MSANGA MAKA MAKA ANA. CHILUMBU ABIA KATETE                                                                                                                                                                                          
1650,Breeze,Zambia,FEAR MALARIA ANTHU AMBILI AFA NAYO IMATHESA MAGAZI MANZI KUTSOKONEZA BONGO KUSAVELA KUPENA PENA KUSALANKHULA MOYENELA CIFUKWA CA MALUNGO NDINE MBUSA RICHARD MUMBA MAN                                                                                         
1651,Breeze,Zambia,FEAR  MALALIA  CIFUKWA AMAKWANITSA MUNTHU MUMAOLA OCEPA. NDGNE DOCTOR MWANZA KATETE MKALEMA.                                                                                                                                                                   
1652,Breeze,Zambia,"Fear  malaria  becozi  you cannot absten while AIDS can be abstened yourselt,am fredrick zimba mishoro vilage  chief mishoro,                                                                                                                                  "
1653,Breeze,Zambia,"fear malar ia it kills fast if you do not take medecen fast,simon .mutilansembe.                                                                                                                                                                               "
1654,Breeze,Zambia,FEAR MARERIA .CIFUKWA YAMAPHA MWAMSANGA NDINE ALIDA KUNO KWA JOSIYASI KATETE                                                                                                                                                                                   
1655,Breeze,Zambia,"Fear malaria because it kil fast,well hiv takes time amake edward kunda.                                                                                                                                                                                       "
1656,Breeze,Zambia,FEAR MALARIA COZ IT KILLS FAST  THAN AIDS. MARY FRM MFUWE.                                                                                                                                                                                                     
1657,Breeze,Zambia,Fear     malaria because it kills aperson within a short period of time    gabriel banda  Kacakwala chief msoro kasamanda area                                                                                                                                 
1658,Breeze,Zambia,"fear  malaria becozi you can't work while AIDS you can work,am fredrick chief mishoro                                                                                                                                                                          "
1659,Breeze,Zambia,fear malaria bcoz its not avoidable and it touches everyone while AIDS is avoidable and slow reaction.PATRICK DAKA PETAUKE SHOWGROUNDS                                                                                                                         
1660,Breeze,Zambia,FEAR MALARIA YAKUPHA MSANGA NDINE SAMSON BANDA MNTHANZI VULAMKOKO KATETE                                                                                                                                                                                       
1661,Breeze,Zambia,"""FEAR MALARIA REASONS: MOSQUITOS ARE SERIAL KILLERS BEING THE CARIERS OF MALARIA & ARE MOBILE, CAN ATACK YOU UN AWARE, KILLING INOCENT PEOPLE LIKE: INFANTS, FAITHFUL PARTNERS, SISTERS & PASTORS. SHADRACH BANDA, GASHI COMPOUND, CHIPATA.""                   "
1662,Breeze,Zambia,FEAR   MALARIA  BECAUSE  IT  HAS  CLAIMED  A  LOT  OF  LIVES  THAN  AIDS  .E KELVIN   HOFMEYR  CLINIC NyIMBA                                                                                                                                                   
1663,Breeze,Zambia,"FEAR MALARIA   BECAUSE IF TREATMEMT IS DELAYED, ONE CAN EASILY LOOSE LIFE. NKHOMA GERSHOM, VULAMKOKO RHC , KATETE.                                                                                                                                             "
1664,Breeze,Zambia,"FEAR MALARIA BECAUSE IT KILLS INNOCENT PEOPLE CAN TRANSFERED FROM ONE ANOTHER THROUG A MOSQUITO.IN AIDS,MALARIA IS ALSO THERE.Mwelwa Nundwe-Chiparamba.                                                                                                        "
1665,Breeze,Zambia,"FEAR MALARIA,BCOZ IT KILLS FAST.AIDS IS PUNISHIMENT FRM GOD.MWANZA M GARDEN COMPOUND PETAUKE.                                                                                                                                                                  "
1666,Breeze,Zambia,"""FEAR MALARIA ,IT  KILLS SO FAST THAN AIDS.VINCENT KATETE.
  ""                                                                                                                                                                                                 "
1667,Breeze,Zambia,"""Fear malaria reason ngawagwidwa na malungu sikabiri kupulumuka  mupanene Aids ukakwidwa umapola umayenda nayo ndine Esau mumba
  ""                                                                                                                            "
1668,Breeze,Zambia,"""FEAR MALARIA   BECAUSE IF TREATMEMT IS DELAYED, ONE CAN EASILY LOOSE LIFE. NKHOMA GERSHOM, VULAMKOKO RHC , KATETE.
  ""                                                                                                                                        "
1669,Breeze,Zambia,"""FEAR  MALARIA MNTHU AMAFA MSANGA NDINE ROBERT CHIMDIDI  M
  ""                                                                                                                                                                                                 "
1670,Breeze,Zambia,"""Fear Malaria amapha mwamsanga . Joe Jabu 
  ""                                                                                                                                                                                                                 "
1671,Breeze,Zambia,"""Fear malaria becoz it is de fastest kilng disease.it doent spare tim 4 1 2 repent.nthani ken, katete.
  ""                                                                                                                                                     "
1672,Breeze,Zambia,"""Fear malaria once atacked without medicine u die.where by aid it takes years to die.joy mwami
  ""                                                                                                                                                             "
1673,Breeze,Zambia,"FEAR MALARIA becouse its a disease that kills at a short period,it can also transmit to another person by a female mosquito.{from shansha phiri 1010}                                                                                                          "
